name,latitude,longitude
Pitta Number 1,51.3125245,3.1272587
Pitta Corner,51.3152888,3.1271573
Didi's Broodjes,51.3156107,3.1282859
Zem Zem,51.3156801,3.1292305
Pitta Cem,51.3142247,3.1268987
Khaokaeng Thai Takeaway,51.3165103,3.1350907
Royal Punjab,51.340362,3.2380768
Frituur De Ster,51.3399649,3.2405677
Kohinoor Indian Restaurant,51.343096,3.2882123
Hattori Hanzo Sword & Sushi,51.3168304,3.13197
Martino's,51.3152606,3.1239525
House of Flavors,51.340504,3.2379937
Lamoon Thai,51.3149055,3.1222044
Arata Sushi,51.3132974,3.1317117
Portofino,51.3144446,3.1228834
Pitta Number 1 Bredene,51.2486088,2.9667543
Restaurant Medina,51.3142846,3.1283168
Pizza Pronto,51.3126267,3.1253634
Buon Appetito,51.3160147,3.1316549
Pizza & Kebab Zeebrugge,51.3131951,3.1876991
Indian Tandoori Grill,51.2484468,2.963579
Frietrevue,51.3156107,3.1282859
'T Food Dilemma,51.2976457,3.0830791
Pizza Sam,51.3169613,3.133781
Il Forno,51.2723596,3.0336823
't Spitje,51.302284,3.0839443
Moana Pokebowls,51.31363,3.131441
Dr. Grill,51.252831,5.106028
Izmir Snacks,51.2545203,5.4785896
Adak Kebab,51.250926,5.5421495
New York Pizza,51.2231949,5.4281418
Eethuis Florya Neerpelt,51.2317153,5.4469011
Eethuis Kodak,51.2259261,5.4302185
Orient Overpelt,51.2119421,5.4230823
Fresh!,51.2119107,5.4228204
Sint-Antonius,51.228675,5.4325213
La Bella,51.22917,5.4319444
Oké Poké Bowl,50.9226803,3.9714709
Snackbar Tasty,50.9945976,4.7097848
D'Angelo,50.989834,4.708834
Sushi Boortmeerbeek,50.9814706,4.5721339
King Kebap,50.9770486,4.6345681
Hever Kebab,50.992436,4.555168
Sushi Kampenhout,50.9418449,4.5485015
Itaz Pizzeria & Restaurant,50.9835441,4.5695382
Domino's Pizza,51.0592369,4.4797446
Kebap Kursat,50.9787777,4.9792033
Milano Pizza Grill,50.9768089,4.6335843
Frituur Bij Polleke Frut,51.0595826,4.6282339
Unal Snacks,51.0031161,4.6327539
Pizzeria Grissini & Kebab House,51.0000089,4.5861227
Saitama Sushi Wok & Thai,51.0043045,4.6310582
Peppino Pazzo Boortmeerbeek,50.981224,4.571911
Snack Babylon Uccle,50.7997464,4.3366474
Made in Sud,50.7997506,4.3363185
Arrivero,50.8002095,4.3372031
Le Concerto Forest National,50.8097579,4.3251903
Epicuro,50.8025302,4.3346836
Late & Night,50.8014862,4.3367913
Snack D'Ancot,50.800243,4.337123
mixte kitchen,50.8039584,4.358368
O'Tacos,50.8199874,4.2801238
Snack neerstalle,50.8078851,4.3164883
Friterie Stalle,50.7928845,4.3200066
Bagel Jackson,50.8039278,4.3584195
Rosso Pizzeria Pasteria,50.7012776,4.4019534
Ciao Pizza,50.717354,4.396217
Mêzon,50.7921327,4.3527461
La Focaccia,50.7146019,4.3515053
Spoons,50.784497,4.378565
Al Mandaloun,50.71666,4.390948
BetoBe - Lebanese Street food,50.70082,4.366919
No Concept Restaurant,50.7842671,4.3781876
Domino's Pizza,50.74163,4.33613
Pizza Hut Delivery,50.7202357,4.3976935
Unkai Sushi,50.6846382,4.370895
Les délices de l'Orient,50.7143239,4.3994017
Tenshi Sushi,50.8196413,4.3605829
Ping,50.7145738,4.3844118
Don Collavo,50.7565492,4.3813199
Le Jardin d'Asie,50.7029651,4.4018087
Villa La Dolce Vita,50.7162149,4.3983906
Sushi Tei,50.7008794,4.4019827
Restaurant le cèdre,50.6879458,4.3687658
Pizzeria Gloria,50.7404068,4.3376631
Espace Pizza,50.7749056,4.3263618
Makimasan,50.7185385,4.3981461
Petit Kaiyou,50.6929226,4.4044437
Sushi Shop,50.718883,4.3975916
Maïnoï,50.6856075,4.3793819
Bronzi Osteria,50.7203841,4.3975321
Sources du Liban,50.787563,4.3762945
Royal Lebanon,50.7027831,4.4034286
Soho,50.6967863,4.3648345
Sushi Shop,50.7892568,4.375309
Couscous at Home,50.8088368,4.3698216
Comme chez Fleur,50.787695,4.3761664
L'Amusoir,50.7191167,4.3979027
Dulce Panceta,50.7024006,4.4018442
Yoko Wok,50.7044173,4.4168925
Snack la Cambre,50.8012434,4.3735706
La Pomme de Pin,50.8019804,4.3737223
Château du Liban,50.667236,4.4132624
Showa Koï,50.7955,4.3728228
Joyce,50.719327,4.3983522
L'Ananas,50.701214,4.402346
Makao,50.700928,4.402005
Cali,50.717236,4.39834
Le Kong,50.795284,4.3737745
Panorama Family,50.8565712,4.3341307
Zengo,50.8563896,4.3341323
Le Corny,50.8507752,4.3344058
Crêperie Jadi,50.8545878,4.3382888
Tonton Chami,50.8543334,4.3362766
Le Chalet,50.8566225,4.3101835
Akid Bab Alhara,50.8438488,4.3360122
O Saveurs,50.8582362,4.3400189
Snack Grill Dansaert,50.8521231,4.3439342
Boulangerie Salam,50.8568836,4.3386437
Restaurant Le Familial,50.8548151,4.3383599
Le Rêve de Shéhérazade,50.8572247,4.3296889
Le Brussels,50.8590736,4.3100562
Food King,50.8455292,4.2840575
La Cucina tradizionale,50.8600906,4.2967063
Cuizy Burger,50.8529464,4.3291983
Bagel Jackson Osseghem,50.8571743,4.3266528
I due Fratelli,50.861368,4.3027144
Adam food,50.8492961,4.3190061
New City Frit,50.8677655,4.2771077
Gül Food,50.8479888,4.3099943
Frituur Den Box,50.8984502,4.2295088
Sandwich 1702,50.8677655,4.2771077
Chilli Grill,50.8525431,4.3424514
Chicken Ky,50.8445423,4.3382512
La Medina Chez Houssin,50.8459048,4.3425521
O'States,50.8494722,4.3282995
La Pizza Pazza,50.8472284,4.3043543
L'Aigle de Kawele,50.8489621,4.3251156
Royale Pizza Express,50.8583033,4.3116872
Snack Melike,50.8566814,4.3277586
Pmc Food,50.8568615,4.3327874
Western Burger,50.8499632,4.3300312
M'Burger Karreveld,50.8575632,4.3192869
La Queue de Vache,50.8522047,4.3116327
Maison Grill,50.8578394,4.319434
Mamma Mia,50.8524046,4.3428055
Le Petit Burger,50.8489816,4.3290492
Grano,50.849686,4.3388157
City Chicken,50.8439133,4.3350526
Tetiko,0.0,0.0
Anastasia,50.8481319,4.3432226
Amjam,50.867429,4.2936095
BUDDY'S,50.8502392,4.3294512
Royale Pizza Koekelberg,50.8571772,4.3309096
Best Grill Molenbeek,50.8574331,4.3105647
Bambou Sushi,50.8492264,4.327995
Hashtag Chicken & Waffles,50.8481187,4.3439206
Pizza Delmar,50.8490267,4.3298756
Mon Régal,50.8550068,4.3299199
Solo Mio,50.8580373,4.3353139
Pizza Altamira,50.8582023,4.315354
Pizza Royale Rue de l'École,50.8555416,4.3373998
Pizza Alep,50.8443727,4.3377792
Royale Pizza Delacroix,50.8460996,4.3239118
Snack Les Ryads,50.8550215,4.3367718
La Grande Muraille Simonis,50.8636792,4.3300415
Queen's House,50.8492883,4.339161
Smash & Cheese,50.8726422,4.3222392
Lunch Break Sucré & Salé,50.8489287,4.3291021
Grillade Yasmine,50.8491745,4.3286961
AFC - Antwerp Fried Chicken,50.843876,4.3348804
Jana Family,50.857941,4.3169479
Captain John's Fish and Chips,50.853294,4.3419633
La Bonne Adresse Restaurant,50.8572093,4.3387143
Snack Ward,50.8438109,4.3346333
Franki crêperie,50.847084,4.3249793
Fouad Fish,50.8526276,4.3314811
Bella Vita,50.8481869,4.3438708
O Grill Molenbeek,50.8543573,4.3382197
Snack Mogusto,50.8391966,4.3341794
Snack de la Famille,50.8361415,4.3154125
Ribbs & Burgers,50.8095593,4.3253071
Corner Kitchen,50.8395938,4.3421802
Tonton Chami Anderlecht,50.835364,4.3254502
Snack Alsemberg,50.8156131,4.3400529
Le Monte Carlo,50.8124272,4.3248876
Mo Mo,50.8250844,4.3432655
Snack Wielemans,50.8243939,4.327402
Boteco's Steake House,50.8286736,4.3354955
Sina Pasta,50.8212081,4.3425997
Joy Brussels,50.8213496,4.3415101
Kumas,50.8142562,4.3402098
Pizza Mania,50.8299037,4.307969
Maison Grill Anderlecht,50.8381988,4.3285076
Mille & Un Biscuits,50.8098877,4.318333
Filet Mignon,50.8136768,4.3394182
Maki Maki,50.8041422,4.3369038
Sawa Resto,50.8010119,4.3369617
L'Altruiste,50.8366316,4.3168008
Lunch Factory,50.8364735,4.3392771
Ben's Burger,50.8358804,4.3122859
La Molisana,50.8253384,4.3452862
Los Bocadillos,50.8240671,4.3338922
Lebanon,50.8003632,4.3363117
La Frite de Forest,50.812214,4.3191181
Akwa Nord,50.8327077,4.328199
Pizza Deliorman,50.8360373,4.3268519
Bosphore Grill,50.8247816,4.2975821
Pizza Minute,50.8326498,4.3343952
Pim's Burger,50.8405877,4.3322309
Häagen-Dazs,50.8365108,4.3344772
Sabor Do Brazil,50.8287387,4.3439035
Satay Délice - Malaysian Wok,50.8161004,4.3396769
Restaurant Kriti,50.8305505,4.3388537
Mother India Restaurant,50.8003255,4.3362702
Snack El Wafa,50.8365645,4.3163865
Le Mainz,50.8137207,4.3470913
Somar Alep,50.8421441,4.3303651
B-Cook,50.8136733,4.3459873
Tayba Sweet Mons,50.8429036,4.3321569
Snack Istanbul Wayez,50.835412,4.3110307
Snack Seven,50.8219526,4.3421654
Zam Zam Halal Indian,50.8404652,4.3355319
Cauri Bar,50.8218772,4.3421318
Churrascaria do Miao,50.8356394,4.3167602
Chez Yolo,50.8370595,4.3346457
Viva Lasagna,50.8138343,4.3393257
Pizza Royal Family,50.8095738,4.3174035
Emporio Brazil,50.8360605,4.3314589
Royale Pizza,50.8355488,4.3101853
Brasileirinho,50.8289585,4.343941
Snack Tip Top,50.8133607,4.3386547
Saborear,50.8280055,4.3457912
Ali Baba - Chez Assaad,50.8078796,4.2887373
La Gioia Di Lena,50.8240908,4.3434409
Tetiko,50.826378,4.3443497
Foodizz - Tartes du monde,50.8136833,4.3466694
A Modo Mio,50.8366306,4.3394643
Allo Liban,50.8280635,4.3441588
Saveurs du monde,50.8243166,4.3434771
Pizza Da Las,50.8296245,4.3442586
Bun's Burger,50.8338073,4.3358622
Vera Italia,50.813644,4.345278
Snack Turquie,50.8389086,4.3349614
Koyzina Authentica,50.803272,4.3409859
Mazen Chicken,50.83642,4.3172002
Pastador,50.8240652,4.3340528
Boucherie Wayez,50.8356507,4.3124947
Mazasam,50.8331533,4.3118128
Poissonerie Laporte,50.8022585,4.3368133
Las Flores Anderlecht,50.8341429,4.3235102
Wingsstreet,50.8358816,4.3065906
L'Amazonie,50.8073915,4.3366571
Shi Shang,50.8228918,4.3425179
Snack Loni,50.8079665,4.336977
Monopoli,50.827407,4.3445985
Tayba Sweet Wayez,50.836636,4.3168797
Vintage,50.8365711,4.3164547
Açaí du Nord,50.8219657,4.3425745
Snack Clems,50.842117,4.33133
New Restaurant Henri 1er,50.8101661,4.3446722
Crée Ta Crêpe,50.828892,4.3404881
Miss Patchouli Corner,50.8010459,4.3363208
Feta & Oregano,50.8708508,4.2561653
Pizzeria Nina,50.8711184,4.253773
Food Like Home,50.8004216,4.3173681
Pizzeria Da toto,50.801491,4.3737607
Snack Antalya,50.7897166,4.2983155
O'Couscous,50.7951364,4.3212211
Pizzeria Zirar,50.8244163,4.3296392
Chez Hassan,50.7919733,4.3330154
Pizzeria Zirar Saint-Denis,50.8104646,4.3176421
Couleur Safran,50.7871651,4.3295849
Pizza Hut Delivery,50.8045043,4.2888177
La Cité Du Mandarin,50.7939874,4.3137827
Pizza Way,50.8093906,4.3196403
Tex Mex,50.8085597,4.3165989
Snack L'Orient,50.809472,4.3173038
Pronto Salvatore,50.8248132,4.348206
Wok City,50.7417595,4.3336345
Le Chef Poon,50.7795567,4.3255785
Snack Délice Halal,50.8039908,4.3364598
Restaurant San Donato,50.8004855,4.3175061
Thai Spice,50.7471441,4.3540782
Moshi Mochi,50.8004782,4.3181364
Ronron Macarons,50.796696,4.3100247
I Quattro Canti,50.7867122,4.2704419
Brasserie Gribaumont,50.837266,4.4159086
Maki Maki,50.8791071,4.4727542
BFC,50.8642705,4.4339255
Charbel - Libanese specialiteiten,50.8819134,4.4743277
Da Toni,50.8460339,4.4671819
Restaurant Gabriel,50.8312407,4.4527344
Punjab Tandoori Cuisine,50.8446386,4.4154197
Poseidon,50.8529279,4.3900135
By Strofilia,50.8418395,4.464817
Pizza Hut Delivery,50.8407928,4.494874
Mr. Donut,50.8454218,4.4363192
Fuji House,50.847893,4.457562
La Trinacria,50.8441316,4.4203808
Neuf-Neuf Dragon,50.8596958,4.4168988
Snack Refuel,50.8376988,4.4313365
Simple Asia,50.8464741,4.4169958
Pizzeria Number One,50.8652122,4.455062
Domino's Pizza,50.8802711,4.4742044
Mandarin,50.8489548,4.3781081
Snack Twenty Six,50.8186283,4.3792999
Mikuriya,50.8411191,4.4344808
Sicilia Bella,50.8507264,4.4514981
Romeo E Giulietta,50.8432389,4.4611914
Domino's Pizza,50.8431134,4.4090312
Domino's Pizza,50.8161047,4.4286031
La Piazza,50.8419576,4.4356621
Ancho,50.8545238,4.4477974
Twins Tavern,50.8624209,4.4268494
Snack 4 You,50.8309809,4.4520538
Las Flores,50.8372852,4.4313588
Brasserie Heydenberg,50.846391,4.4170092
The Manhattan Cafe,50.8509535,4.4508149
Acqua e Farina,50.8484468,4.4139984
Tom Yam - Pepe Pizza,50.840667,4.4644718
Banjul Kitchen,50.8429387,4.4955561
Pizza Fresca Woluwe,50.8315087,4.4515785
O Beyrouth,50.8530939,4.3913496
Sapori d'Italia Er'Mejo,50.836419,4.4290048
Chitir Chicken,50.844621,4.437103
Umino Sushi,50.8444724,4.4157073
Tenshi Sushi,50.8391628,4.4647084
Les Deux Petits Diables,50.8142508,4.4341344
Scotty's Nz Pies - The Kiwi Traiteur,50.8486745,4.4504776
Red Chillies Restaurant,50.868797,4.45449
Myro,50.854584,4.4485035
La Trinacria Bottega,50.8441446,4.4204038
Mmmh La Pizza by Fasty Food,50.8370844,4.4386365
Le Cerisier,50.84671,4.4136806
La Rotonde by DL,50.84371,4.443573
Traiteur Boucherie Thielemans,50.8368418,4.4298237
Sushi Shop,50.8394217,4.4642762
Post'a Kebab,50.9074031,4.2053163
Snack Resto Istanbul,50.9118822,4.4350511
Snackbar Romy,50.9250536,4.432072
Snack Au Bled,50.8701326,4.372873
Snack Gab & Dav,50.8653653,4.3885953
Apollon,50.9259933,4.4548226
Au Village de Shanghai,50.875094,4.3899515
Snack & Pizza de Oase,50.9310813,4.4249935
Frituur brother's,50.8974472,4.4350421
Omega Med,50.8707769,4.3748086
La Baguette d'Or,50.877484,4.3881066
Suslu by Tuna,50.8731519,4.3869141
Churros Valyser,50.9290871,4.4267752
Bô-Zin,50.8644823,4.3664051
Phoenix Garden,50.924861,4.4259833
Leonidas,50.8718939,4.3851888
La Cueva de Castilla,50.8667532,4.373752
Sugarden,50.9286819,4.4223265
Resto Snack Zen,50.9276312,4.4331812
Frituur op't Hoekske,50.9250878,4.4123133
Pizza Hut Delivery,50.9024643,4.3615034
Pizzeria Bella Ciao,50.8948667,4.3835075
Chez Kloé,50.9006785,4.3603647
Qebaba,50.8645237,4.3663871
MovieSnacks,0.0,0.0
Pizzeria Italia,50.8709301,4.3750755
Surin Thai Kitchen,50.936295,4.36421
Pizzeria Al Doppio A,50.8639007,4.3775307
Vilfoodia restaurant,50.9326806,4.4294433
Pita Pizza Pasta Ararat,50.9613236,4.4549823
Arrivero,50.856126,4.4021216
Resto Royale,50.8695416,4.3715253
Matiate Docks,50.8793665,4.3712822
Felix Pizza,50.9309357,4.4228716
Traiteur Tuk-Tuk,50.8597296,4.4177261
Marrakech,50.8703965,4.3717317
Snack La Cage,50.8719335,4.3754976
Pizza Talia,50.9233243,4.4264924
Veziroglu,50.931044,4.4251716
Snack Gold,50.9302208,4.4264047
Leelavadee Thai Restaurant,50.9262595,4.4574387
Snack Ot's,50.8709745,4.375243
Snack Pizzeria Izmir,50.9287575,4.4225308
O'Resto,50.8574956,4.3517865
Brasserie du Tennis,50.8585451,4.4241163
C'est Bonbon,50.8788106,4.3729577
Cosy Pasta,50.8801929,4.3737335
Palashop,50.866158,4.3752147
Pizza Viaaa,50.9184652,4.4482023
Choco Pitta,50.8669031,4.3582998
Brooklyn Food,50.8967821,4.358452
Snack Bodrum,50.9285905,4.4218529
Grillé Darna,50.8701862,4.3722995
Tayba,50.8761536,4.3783777
Snack Altan,50.8672003,4.3589807
WaKame Sushi Bar,50.9286833,4.4223525
Domino's Pizza,50.900735,4.3607889
Dunkin' Donuts,50.8793322,4.3730967
Maki Maki,50.8733825,4.3865286
CTR Chicken,50.873394,4.387156
YouWok,50.8793322,4.3730967
Slagerij Halal Digem,50.8946005,4.4345651
Burger Zone,50.8954006,4.4364457
Frituur Koningslo,50.912605,4.372477
Pam Pam,50.8728995,4.3889981
Le Brusilia,50.8632039,4.3796413
Thai Gourmet,50.8565813,4.3345996
Time To eat,50.9276946,4.4282839
Domino's Pizza,50.9287048,4.4237182
Snack Istanbul,50.866702,4.3775992
Pizzeria Di Mamma,50.8776577,4.4090252
La Mi'n d'Or,50.8680799,4.3756667
Snack Taksim,50.8669161,4.3761611
Pizza Vera,50.9297842,4.427416
Snack Joker,50.8634042,4.3774531
Royale Pizza,50.8659736,4.3580412
Bubble Waffle Delicias,50.8793322,4.3730967
Snack Cassaba,50.8765373,4.4066588
Snack Des Frères,50.8714998,4.3839557
Brunch Corner,50.8638607,4.3768003
Frituur 4 You,50.9202922,4.4262444
Pizza Clara,50.9130364,4.4358446
The Pizza Maker,50.8604794,4.3411116
JB Sushi Bar & Wok,50.8697929,4.3893661
Hawaiian poké Bowl,50.8788106,4.3729577
Mia Pizza Evere,50.8684516,4.3994694
Sensei Sushi Bruxelles,50.8513679,4.348928
Nuba,50.8650959,4.3661949
Royal Pizza,50.8703941,4.3721783
Mimosa Cafe Sandwicherie,50.8649534,4.3671509
BBQ Chik'n,50.8643774,4.3664865
Tenshi Sushi,50.8795835,4.3758685
Tekince Tantuni,50.8641523,4.3670302
Kamii Sushi,50.9259306,4.4273094
New Délice,50.929419,4.4221315
Qebaptore Drini,50.8664689,4.3777031
Cheesecake New-Yorkais,50.9024083,4.4280062
Hoshi Hoshi express,50.9310515,4.4228182
Snack Bruxelles,50.8686346,4.374455
Akym Food,50.8769268,4.3792967
Gong Cha,50.8788106,4.3729577
L'Atelier Meat30,50.8634351,4.3761553
Candy King,50.87229,4.3908954
Snack Grill Pizza Asalam,50.9294474,4.4278192
Sandwicherie Bolo,50.8699793,4.3820186
Prestige Restaurant,50.866173,4.3753153
La Bagatelle De Lou,50.9283554,4.4202845
King Pizza Vilvoorde,50.929214,4.4269543
Fast 4 You,50.862408,4.376435
Domino's Pizza,51.3963023,4.7584741
Steakhouse Mamma,51.4430011,4.9296567
Den Tweeling,51.5000625,4.7768703
Pizzaria Vlam II,51.3706301,4.9941559
Frituur chef Bruno,51.4130693,5.015324
Pizza Grens,51.4447886,4.9250641
Sushi Point,51.5308746,4.4589952
Isis,51.4281673,4.4618152
Frituur Mikey's Place,51.3787817,4.4745592
Aly Baba,51.4678223,4.4682463
Pittaverne,51.4644444,4.4725981
Adel Eethuis,51.3787817,4.4745592
Toscana,51.3947447,4.4744492
Venezia,51.46431,4.45796
Chez Ve'ke,51.2580809,4.4260831
Amon,51.2950518,4.4892408
Aroy,51.2913672,4.4930549
Farao Brasschaat,51.2885629,4.4876643
Domino's Pizza,51.2897075,4.4903523
Lucy Chang,51.2850325,4.4835323
Sky Way,51.25269,4.5018115
Pizza Regina,50.6110987,3.3947546
Fuji,50.7137927,3.2498325
Pizzeria Da Antonio,50.8648608,5.1886368
Global Village,50.8703011,4.4633567
So Sushi Kraainem,50.8649545,4.4568188
Naroj,50.8932578,4.7740197
Pizza Hut Delivery,50.8858479,4.718981
Pizzeria da Mario,0.0,0.0
Daily Burger Jodoigne,50.725407,4.872139
Twins,50.7738295,4.886823
Royal Donuts & Bagels,50.988366,5.6981179
Sushi Dushi & More,0.0,0.0
QueTacos,50.9887932,5.6888497
Domino's Pizza,50.9638474,5.6962871
Wonder Waffel,50.9877542,5.6981058
Il Patatino,50.9893336,5.694399
Eethuis Bij Hakan,51.0347288,5.729146
Eethuis Milas,50.9886636,5.6937437
Sushi For You,51.0025651,5.7259393
Tasty Hong Kong,50.97906,5.701791
Wok2go,50.988697,5.695727
Pizza Hut Delivery,50.807617,3.1783839
Pizza Narula,50.7774199,3.0415693
Konak Pizzeria Doner Kebab,51.1763368,5.8374658
Magic Kebap-Kessenich,51.1522604,5.8106697
Trend Kebab & Pizzeria,51.0940817,5.7923279
Domino's Pizza Maaseik,51.0958342,5.7869097
My Way,51.2131098,2.883953
Frietstop bij Willy,51.2117387,2.9144936
Hongerig Beertje,51.2192906,2.9564345
Pizzeria de Avondstar,51.1993075,2.9777896
Solomio,51.2343666,2.9211258
Yam Yam,51.2472135,2.9619869
Himalayan Restaurant,51.2113343,2.9058154
Palomino,51.2335599,2.9162868
Posh Kebab,51.2334662,2.9214644
Best Kebab,51.232577,2.9159456
Frituur de Combi,51.2120239,2.9093346
Frituur 't Patatje,51.216785,2.9356925
Food Box,51.2234184,2.9064047
Crumulus,51.222248,2.94576
Burger King,51.20362,2.9028084
Gusto!,51.1480344,2.9600379
Istanbul Resto Snack,51.1321422,2.7512009
De Notenboom,51.1323964,2.7489884
Kai Sushi and Seafood,51.1716979,2.7782068
Gustositá,51.1173803,2.6374224
Brasserie Leopold,51.1155454,2.6824671
Burgerlicious,51.3029797,4.7353309
The Chopsticks,51.4007153,4.7596962
Anatolia Hoogstraten,51.3960999,4.75359
Burgerpand,51.321526,4.772994
Pizzeria Toscana,51.3892187,4.5902112
Sushi King Hoogstraten,51.400101,4.760368
Rozalin Kebab Pizza,51.351267,4.6441514
Ramses II,51.394011,4.5962642
Sushi Huis Wuustwezel,51.388624,4.5896637
Ali Pizzahuis,51.3015694,4.5703876
Vice Versa,51.346092,4.7676697
Frituur La Palma,51.3487871,4.676337
Pizzeria Vosselaar,51.3148154,4.8895358
Smokey Burger,51.3546274,4.8649408
Hapjes Time,51.3214973,4.9371254
Star Kebab,51.3216802,4.9367899
Sakhon Thaï,50.6947545,4.04222
Tortue Pizza,50.6945523,4.0413437
Hong Kong Express,50.6947545,4.04222
Chifuri,50.6090971,4.1372394
Indian Royal,50.78419,5.47449
Kapadokya döner,51.229379,5.3068659
Kebab Time,51.226,5.3141255
Fansa,51.2187238,5.3134026
Eethuis Florya Lommel,51.2321067,5.3469081
Sushi Match,51.227497,5.435603
Njam Njam,51.2318175,5.3043835
Domino's Pizza,51.2303999,5.3080327
Ribs and More,51.339882,5.468431
Pizza Apo,51.2303117,5.3080808
Lommelse Kebab,51.2261487,5.3141093
Kebaba,51.232254,5.331347
Hong Kong Restaurant,51.0630969,4.3619309
Kwizin Mechelen,51.0256872,4.4704975
Adana Kebab,51.0290669,4.4883672
Fast 2 Go,51.0284808,4.4782928
Café Belge,51.0285819,4.4804821
Pizzeria Messina,50.9911804,4.4926872
Yamiii,51.0053614,4.4865099
Broodbroeders,51.03091,4.4759655
Bakkerij 2800,51.0312817,4.4758245
Tashi Sushi,51.0238513,4.4875741
O'Tacos,51.0278931,4.4790046
Lunchroom,51.0270157,4.4797877
Chinees Restaurant Greenfield II,51.0302823,4.4907198
La Loggia,51.0243954,4.4760105
Broodbroeders,51.020706,4.4856615
Rosario,51.0298597,4.4791103
Munis Restaurant,51.0194736,4.4822218
Sham Nuts,51.0235337,4.4818767
Pizza Pasta Nr1,51.0182355,4.481003
Ni Hao - Moshi Moshi,51.0203695,4.472215
Pizza Service,51.0242904,4.4778211
Ellis,51.0273914,4.4787765
Frituur Veemarkt,51.0216835,4.4852799
Kingslize Pizza,51.030336,4.4909304
Poule & Poulette,51.02684,4.4782448
Domino's Pizza,51.0237477,4.4875275
China Keuken,51.0203597,4.4823254
Basic Italian,51.027048,4.4808626
Tangthai,51.0282093,4.4824791
Hawaiian Poké Bowl,51.0268796,4.4790763
McDonald's,51.033655,4.4722542
Friet Van Mechelen,51.0185445,4.4826537
Delicatessenboetiek,51.028288,4.47882
Chez Eline,51.0267423,4.4842727
Kizuri African Cuisine,51.0267423,4.4842727
Pizza Roma Mechelen,51.03616,4.475636
Cook Mazi,51.027973,4.4791218
Croque 'n Roll,51.027293,4.478816
Merad Restaurant,51.0262183,4.4771478
Pitawan,51.0243125,4.4775937
Otomat,51.026478,4.4769235
Bavet,51.0274301,4.4788319
Tarboosh,51.0189554,4.48257
Video-Take,51.0338711,4.5091628
Pizza Hut Delivery,51.0218412,4.4732163
Pizza La Famiglia,50.983724,4.461841
Morocco Nuts,51.0260216,4.4782861
Curry Masala,51.0382315,4.4735407
Frituur Pomfritz,51.0269719,4.4819975
The Avocado Bar,51.0267423,4.4842727
Arax,51.0266586,4.4823967
Balls & Glory,51.0263371,4.4772829
Beirut Palace,51.0187638,4.4822556
Langen Asem,51.0298194,4.4777614
Sultan,51.018772,4.483109
Egmont Snack,51.0224244,4.4820092
GooDiees by Impala'S,51.0269251,4.4800195
Ali Baba,51.0185386,4.4824376
Dream Sushi en Wok,51.0225516,4.4747877
Pizzeria Margherita,51.0267423,4.4842727
Broodjeszaak 82*83,51.0246043,4.4773727
Le Pain Quotidien,51.0265884,4.4787325
Belchicken,51.0267575,4.4817091
Snack Antalya,51.0286715,4.4845363
Wasbar,51.0270248,4.4792843
Friethuis 1958,51.0302832,4.4908398
Saitama Sushi Wok & Thai,51.001087,4.5852709
Taste King Pizza,51.0232475,4.4749649
King Pizza,51.0141055,4.4440864
China City Wok,51.0032819,4.4741904
Akira Sushi,51.0287633,4.4841383
Oriental Asian Food,51.02694,4.481688
ô' Deli-Med,51.0262984,4.4803355
Pizza Kebab Istanbul,51.037617,4.4809136
Tung Sing House,51.0366001,4.4750781
Chick 'n Dip,51.0302458,4.4820913
Al Baraka,51.037434,4.476926
Ross Specialty Coffee,51.0267423,4.4842727
Bar Lux,51.013256,4.4837265
Frituur Karin,50.96179,4.4555063
Komé Bowls,51.0249149,4.4767236
Café gourmand,51.0291451,4.4881597
Hitea,51.027252,4.480809
Pitta Palace,51.0286668,4.4803971
Yokoso,51.0268527,4.4792444
TokoTien,51.026405,4.4799356
Kalinka,51.0274278,4.4818243
Brasserie De Pijl,51.018734,4.483053
Beiruti Xpress,51.0274712,4.4809568
Matador,51.027245,4.4793935
Yammiefood,51.0011042,4.3094979
Snack Pitta 't Hoeksken,51.002115,4.3020346
Pizza Heat,50.9815551,4.2534972
Bistro Delivery,51.0136278,4.36027
Pizza Delicia,51.0014269,4.3023356
Pizza Place,51.0246539,4.2950347
Gulle Lepel,50.9496493,4.3115043
Wakame Sushibar,50.948566,4.315014
King Pizza,51.059816,4.359947
Chicken Kings,51.036275,4.4756623
Burger House,51.061226,4.361404
Lara Eethuis,51.003218,4.1255906
Sugarpie's,50.9936779,4.1840519
't Frietmoment,51.0985449,4.1353923
Tapasbox by Adai,51.02863,4.217833
McDonald's,50.8788648,4.7002469
Domino's Pizza,51.1893533,4.3778383
Pizza L'Esta,51.1792768,4.3553309
Pizza Hut Delivery,51.2320885,4.4561627
Pinocchio,51.2508647,4.4479395
Chibiboba,51.24937,4.459374
Pita Sfinx,51.2019604,4.3440983
Yarsagumba,51.219518,4.339483
Pitza Service,51.1276636,4.2170354
Pizza Bulls,51.0996057,4.2404586
Pizza Istanbul,51.0956102,4.1426429
Pizza Star,51.1211835,4.1964177
't Frietwinkelken,51.0912117,4.1516345
't broodhuisje,51.0912117,4.1516345
Pizza Milano,51.0994106,4.2343152
Pita Pizza Friet & More,51.0980075,4.2334725
Pizza La Vince,51.0992448,4.2342988
Pizza Palace,51.145525,4.2987186
Pizzeria Jaffo,51.1276703,4.2155039
Pizza Rupel,51.127556,4.289977
Frituur Cindy,51.126846,4.2169275
